Feature,Correlation
int_rate,0.21139019019940408
term_months,0.17348667770261714
revol_util,0.09987022965747847
grade_E,0.09460474761919996
grade_F,0.08260730053074038
grade_A,-0.1444558637536284
grade_B,-0.044435432350619135
purpose_credit_card,-0.041723742570246004
annual_inc,-0.04086720371141348
purpose_major_purchase,-0.02932675682695368
